"date","y","yhat","error"
2024-10-27,16.2999225313963,16.081908976519,0.218013554877295
2024-10-28,16.4074584561515,15.8342529847955,0.573205471355987
2024-10-29,15.9203942311847,15.9316577397874,-0.01126350860266
2024-10-30,14.6969596863706,15.515207183696,-0.818247497325402
2024-10-31,13.9047744595077,14.4645944431153,-0.559819983607623
2024-11-01,14.1927983935325,13.786312580175,0.40648581335755
2024-11-02,12.6953544504156,14.0335015727134,-1.33814712229779
2024-11-03,14.7427893824675,12.7521145718757,1.99067481059183
2024-11-04,17.4336859239821,14.5025246826114,2.93116124137069
2024-11-05,19.6125548071219,16.8156115035019,2.79694330362004
2024-11-06,19.4995533322691,18.7324040825768,0.767149249692345
2024-11-07,18.2693946263181,18.6557329653261,-0.386338339008013
2024-11-08,15.020891929886,17.5839176206354,-2.56302569074944
2024-11-09,14.6953190389592,14.7586438443252,-0.0633248053659177
2024-11-10,15.527739475066,14.4797406327184,1.0479988423476
2024-11-11,17.4597523405114,15.1973711530007,2.26238118751071
2024-11-12,17.5352526256218,16.8716123190372,0.66364030658454
2024-11-13,15.6384822940332,16.9452496722532,-1.30676737821996
2024-11-14,16.736359395763,15.3006509717973,1.43570842396566
2024-11-15,16.7115407209354,16.2535003611836,0.458040359751831
2024-11-16,16.6821777336392,16.2365628349947,0.445614898644525
2024-11-17,18.4383526935163,16.2154927305305,2.22285996298579
2024-11-18,17.3583527425123,17.7556333072614,-0.397280564749074
2024-11-19,18.2848345187159,16.8153178803057,1.4695166384102
2024-11-20,16.9104467762912,17.6356784891211,-0.725231712829949
2024-11-21,16.6114461229873,16.4348448054067,0.176601317580584
2024-11-22,15.7071338471751,16.1775961724897,-0.470462325314541
2024-11-23,16.4738437062355,15.3911928015929,1.08265090464253
2024-11-24,18.4693445804375,16.0618395033034,2.40750507713415
2024-11-25,18.7735618465629,17.8168290988199,0.956732747743008
2024-11-26,19.6104587755111,18.0974073804367,1.51305139507446
2024-11-27,17.1555808843735,18.8571506126727,-1.70156972829919
2024-11-28,15.414433330954,16.6807903105125,-1.26635697955853
2024-11-29,16.5581151984018,15.1550422841616,1.40307291424021
2024-11-30,16.8204088445252,16.1574616351418,0.662947209383457
2024-12-01,15.3558714848327,16.3910492407172,-1.03517775588442
2024-12-02,15.4274767920205,15.1083790800238,0.319097711996729
2024-12-03,16.2661638375174,15.1721555759572,1.09400826156013
2024-12-04,17.0850026141601,15.9080021622699,1.17700045189017
2024-12-05,16.037278640036,16.6303495855663,-0.593070945530293
2024-12-06,16.1169344099376,15.7116334251388,0.405300984798734
2024-12-07,17.1642587367874,15.7834898848249,1.3807688519625
2024-12-08,19.3516515640999,16.7071038566878,2.64454770741204
2024-12-09,19.4937880289015,18.6523641063959,0.841423922505584
2024-12-10,19.1070652508982,18.7928269699192,0.314238280978959
2024-12-11,16.3615717693808,18.4577601572374,-2.09618838785661
2024-12-12,15.8172594407326,16.0172940580401,-0.200034617307519
2024-12-13,14.8268844004741,15.539154037604,-0.712269637129873
